"Id";"Organisations";"Regional/national entities";"Implementing Partners";"Countries";"Regions";"Cities";"Specific Objectives";"Sectors";"Beneficiaries";"Donors";"Overall Budget (in euros)";"Allocated Budget (in euros)";"Context";"Starting Date";"Ending Date";"First Cash Date";"excel.maket_assessment";"Coordination Mechanisms";"Modalities";"Type of Intervention";"Contact Person Name";"Contact Person Position";"Contact Email Address";"Organisation Website";"Language";"Description";"Data sharing allowed";"Media";"Additional Fields"
"825";"Save the Children";"Save the Children AUS";"";"Jordan";"Irbid - 235, Ajlun - 235, Jarash - 235, Mafraq - 235";"";"Project name: JOR Youth Friendly Spaces
Cities/villages: Tura, Shajra , Kharja & aqruba";"Food security and livelihood";"940";"Australian Government Overseas Aid Program (AusAid) - 839120";"839120";"188000";"Rural - Pastoralist";"6/2013";"3/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 940, 40, 5#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Reducind Vulnerablities of children , Families & Communities The provision of urgent Cash Assistnace in stressed Communities Jordan";"no";"";""
"826";"Save the Children";"Save the Children CAN";"";"Jordan";"Karak - 72, Tafilah - 72, Ma`an - 73, Aqaba - 73, Mafraq - 355, Irbid - 355";"";"Project name: JOR Emergency Humanitarian Response
Objective: Reduce vulnerabilities and protect the most vulnerable households affected by the conflict in Syria";"Food security and livelihood";"1000";"Canadian Department of Foreign Affairs, Trade and Development (DFATD) - 1300169";"1300169";"791000";"Urban";"13/2013";"9/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 1000, 113, 7#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
"827";"Save the Children";"";"Save the Children DEN";"Jordan";"Amman - 758, Zarqa - 758";"";"Project name: JOR Emergency Humanitarian Response

SC will build on its prior ECHO action to continue immediate life-saving activities to Syrian refugees and vulnerable Jordanian families. This will entail unconditional cash assistance to 2,575 households coordinated with the Cash Working Group. Child Protection and psychosocial support will be implemented through Child & Family Centers (CFCs), which will provide an integrated protective and stimulating learning environment for boys and girls under 18 years old. Activities will be age and gender appropriate, combined with the active engagement of parents and communities.";"Other";"1516";"European Commission Humanitarian Office (ECHO) - 19974183";"19974183";"1628800";"Urban";"5/2013";"8/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 2230, 70, 3#Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 5500, 70, 1#Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 5500, 141, 1#";"Cash transfer + in-kind (or other)";"";"";"";"";"English";"";"no";"";""
"830";"Save the Children";"Save the Children DEN";"";"Jordan";"Karak - 101, Mafraq - 141, Irbid - 282, Amman - 1025, Zarqa - 1026";"";"Project name: JOR Emergency Cash Assistance and Child Protection services in vulnerable host communities

Objective: The cash grants will enable families to decide what is most important for them in their daily survival";"Food security and livelihood";"2575";"European Commission Humanitarian Office (ECHO) - 2406705";"2406705";"3508000";"Urban";"5/2014";"13/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 2230, 70, 10#Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 5500, 118, 3#";"";"";"";"";"";"English";"";"no";"";""
"831";"Save the Children";"Save the Children ITA";"";"Jordan";"Karak - 1, Tafilah - 1, Ma`an - 1, Aqaba - 2, Irbid - 46, Ajlun - 46, Jarash - 46, Mafraq - 46, Balqa - 65, Amman - 65, Zarqa - 65, Madaba - 66";"";"Project name: JOR Emergency Cash Assistance and Child Protection services in vulnerable host communities

Objective: Protect vulnerable families through timely financial assistance and accessibility to community-based child protection tools";"Other";"450";"Others - 490164";"490164";"327600";"Urban";"7/2014";"13/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, Jordan Ahli Bank, Jordan Ahli Bank, 450, 104, 7#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
"836";"Save the Children";"Save the Children UK";"";"Somalia";"Banaadir - 750, Hiiraan - 2915";"";"Project title: Building Resilient communities in Somalia";"Food security and livelihood";"3665";"Department for International Development (DFID) - 6013315";"6013315";"1175500";"Urban, Rural - Sedentary, Rural - Pastoralist";"11/2013";"10/2017";"1/";"Agency-specific tools";"Technical Working Group";"Unconditional grant, Mobile phone, Telecom company - mobile money, 1000, 90, 3#Unconditional grant, Mobile phone, Telecom company - mobile money, 600, 95, 5#Cash for work, Direct cash, Bank, 1605, 100, 1#Conditional grant, Business capital, Mobile phone, Telecom company - mobile banking, 310, 1000, 1#Conditional grant, Business capital, Mobile phone, Telecom company - mobile banking, 150, 1000, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
"839";"Save the Children";"Save the Children UK";"";"Somalia";"Banaadir - 700, Hiiraan - 1300";"";"Project name: Emergency response to South Central Somalia humanitarian crisis, and support to IDPs due to the SNAF and AMISOM offensive";"Food security and livelihood";"2000";"Department for International Development (DFID) - 1124316";"1124316";"540000";"Urban, Rural - Sedentary, Rural - Pastoralist";"8/2014";"11/2014";"1/";"Agency-specific tools";"Cluster";"Unconditional grant, Mobile phone, Telecom company - mobile banking, 2000, 90, 3#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"840";"Save the Children";"Save the Children UK";"";"Somalia";"Bari - 300, Hiiraan - 1400";"";"Project name: Providing lifesaving assistance to communities impacted by natural disasters and conflict in Somalia";"Food security and livelihood";"1700";"European Commission Humanitarian Office (ECHO) - 1837785";"1837785";"555000";"Urban, Rural - Sedentary, Rural - Pastoralist";"10/2014";"3/2015";"1/";"Agency-specific tools";"Cluster";"Unconditional grant, Direct cash, Bank, 1400, 100, 3#Unconditional grant, Direct cash, Bank, 300, 150, 3#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Slow Onset Emergency";"no";"";""
"841";"Save the Children";"Save the Children SG";"";"Somaliland, Somalia";"SOL-00 (Somaliland aggregation) - 340, Bari - 820";"";"Project name: Building resilience in Puntland and Somaliland, Northern Somalia";"Food security and livelihood";"1160";"German Federal Ministry for Economic Cooperation and Development (BMZ) - 2899943";"2899943";"1513200";"Urban, Rural - Sedentary, Rural - Pastoralist";"10/2014";"6/2017";"1/";"Agency-specific tools";"Cluster";"Unconditional grant, Mobile phone, Telecom company - mobile banking, 300, 125, 19#Cash for work, Direct cash, Bank, 400, 100, 9#Unconditional grant, Mobile phone, Bank, 160, 90, 18#Cash for work, Direct cash, Bank, 180, 75, 9#Conditional grant, Business capital, Direct cash, Bank, 120, 500, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
"842";"Save the Children";"Save the Children UK";"";"Somalia";"Bari - 295";"";"Project name: Social Safety Nety";"Food security and livelihood";"295";"European Commission";"";"261500";"Urban, Rural - Sedentary, Rural - Pastoralist";"6/2013";"6/2015";"1/";"Agency-specific tools";"Cluster";"Unconditional grant, Direct cash, Bank, 125, 80, 18#Conditional grant, Business capital, Bank transfer, Bank, 70, 650, 1#Cash for work, Bank transfer, Bank, 100, 120, 3#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
"849";"Save the Children";"SCI Directly Received";"";"Bosnia and Herz.";"Zenica-Doboj - 258";"";"Project name: NWB_Cash vouchers for flood affected families

Objective: To reduce vulnerability of crisis-affected people, especially women and children in Zenica-Doboj Canton";"Water supply, sanitation and hygiene promotion";"258";"Konzum - 5049";"5049";"5146";"Urban";"9/2014";"10/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 62, 83, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"850";"Save the Children";"SCI Directly Received";"";"Bosnia and Herz.";"Posavina - 83, Serbian Republic - 83";"";"Project name: NWB_Cash vouchers for flood affected families - Bingo

Objective: Affected households are able to better cover their immediate household needs to ensure basic and safe living conditions";"NFI";"166";"Bingo - 5168";"5168";"4050";"Rural - Pastoralist, Urban";"9/2014";"10/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 30, 135, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"851";"Save the Children";"SCI Directly Received";"";"Bosnia and Herz.";"Zenica-Doboj - 62";"";"Project name: NWB Floods 2014 Bosnia-Herzegovina and Serbia

Objective: Targeted children and families have access to safe water and sanitation and hygiene supplies and adopt improved hygiene practices";"Water supply, sanitation and hygiene promotion";"62";"Bingo - 5168";"5168";"1245";"Rural - Pastoralist";"9/2014";"9/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 15, 83, 1#";"";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"852";"Save the Children";"Save the Children US";"";"Bosnia and Herz.";"Posavina - 748, Serbian Republic - 748";"";"Project name: NWB Floods 2014 Bosnia-Herzegovina and Serbia

Objective: Affected households are able to better cover their immediate household needs to ensure basic and safe living conditions";"NFI";"1496";"USAID/OFDA - 200000";"200000";"51300";"Rural - Pastoralist, Urban";"7/2014";"13/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 380, 135, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"853";"Save the Children";"Save the Children US";"";"Bosnia and Herz.";"Serbian Republic - 1478, Posavina - 1479";"";"Project name: NWB Flood Response WASH

Objective: Targeted children and families have access to safe water and sanitation and hygiene supplies and adopt improved hygiene practices";"Water supply, sanitation and hygiene promotion";"2957";"USAID/OFDA - 200000";"200000";"32032";"Rural - Pastoralist, Urban";"7/2014";"13/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 1232, 26, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"854";"Save the Children";"Save the Children CA";"";"Bosnia and Herz.";"Zenica-Doboj - 4504";"";"Project name: NWB Floods 2014 Bosnia-Herzegovina and Serbia

Objective: To reduce vulnerability of crisis-affected people, especially women and children in Zenica-Doboj Canton";"NFI";"4504";"Canadian International Development Agency (CIDA) - 343726";"343726";"54000";"Urban";"7/2014";"10/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 1200, 45, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"855";"Save the Children";"Save the Children CA";"";"Bosnia and Herz.";"Zenica-Doboj - 4824";"";"Project name: NWB Flood Response WASH

Objective: To reduce vulnerability of crisis-affected people, especially women and children in Zenica-Doboj Canton";"Water supply, sanitation and hygiene promotion";"4824";"Canadian Government (CIDA) - 343726";"343726";"105991";"Urban";"7/2014";"10/2014";"1/";"Other - SC staff conducted an assessment of available market in flood affected area capable to provide items defined for this tipe of vouchers";"National coordination";"Vouchers, Paper- Cash voucher, Save the Children in cooperatin with implementing partners delivered vouchers to the beneficaries, 1277, 83, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Rapid Onset Emergency";"no";"";""
"857";"Save the Children";"Save the Children UK";"IRC, Save the Children, Oxfam, Better Life Organisation (CARE - only M&E)";"Myanmar";"Rakhine - 1400";"";"Project name: MMR Livelihoods and Nutrition";"Food security and livelihood, Nutrition";"1400";"UNOPS - 4031228, LIFT - 4031229";"8062457";"280500";"Rural - Sedentary";"4/2013";"13/2016";"1/";"Other - Trader interviews as part of HEA/Cost of the Diet";"Other - Consortium of 4 implementing partners and one M&E partner led by IRC";"Cash for work, Manual labour for community assets-embankments. Max 6 hours per day. Flexible hours for breastfeeding mothers, Direct cash, Aid agency directly, 1150, 3, 70#Conditional grant, Sort conditionality -attend nutrition training, ANC check ups, Direct cash, Aid agency directly, 250, 13, 12#";"Cash transfer only (cash or voucher)";"Mathew Tasker";"FSL Advisor";"mathew.tasker@savethechildren.org";"";"English";"Development";"no";"";""
"862";"Save the Children";"Save the Children UK";"";"Nigeria";"Zamfara - 245000, Jigawa - 245000";"";"Project name: NGA Food Security & Livelihoods";"Nutrition";"490000";"Department for International Development (DFID) - 150079870";"150079870";"35910000";"Rural - Sedentary";"4/2013";"4/2018";"1/";"Other - HEA to determine amount to beneficiaries";"Technical Working Group";"Unconditional grant, Mobile phone, Telecom company - mobile banking, 70000, 19, 27#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"Social Safety Net";"no";"";""
"863";"Save the Children";"Save the Children UK";"";"Ethiopia";"Afar - 350";"";"Project name: ETH Multi-sectoral and Integrated Community based Resilience Building Project in Afar";"Other, Resilience";"350";"European Commission Humanitarian Office (ECHO) - 23447";"23447";"46900";"Rural - Pastoralist";"7/2014";"13/2015";"1/";"";"";"Cash for work, Direct cash, 350, 67, 2#";"Cash transfer only (cash or voucher)";"Tereissa Jaletta";"Senior Program Manager";"Tereissa.Jaletta@savethechildren.org";"";"English";"Preparedness";"no";"";""
"864";"Save the Children";"Save the Children Swden";"";"Ethiopia";"Somali - 200";"";"ETH Siti Multi-Sectoral Resilience Initiative (SMRI): Building Resilience of Vulnerable Communities in Siti Zone";"Other, Reslience";"200";"European Commission Humanitarian Office (ECHO) - 13433";"13433";"26800";"Rural - Pastoralist";"9/2014";"6/2015";"1/";"";"";"Cash for work, Direct cash, 200, 67, 2#";"Cash transfer only (cash or voucher)";"Tereissa Jaletta";"Senior Program Manager";"Tereissa.Jaletta@savethechildren.org";"";"English";"";"no";"";""
"867";"Save the Children";"Save the Children Australia";"";"Cambodia";"Stng Trêng - 2000";"";"Project name: Partnering to Save Lives (KHM AusAid PSL Maternal and Newborn Health)

Objective: Save the lives of women and neonates in Cambodia through improved quality, access and utilisation of Reproductive, Maternal, Neonatal Health (RMNH) services";"Public health";"2000";"Australian Government Overseas Aid Program (AusAid) - 3265863";"3265863";"20000";"Urban";"9/2013";"8/2016";"1/";"";"Technical Working Group - Monthly and Quarterly Meeting";"Conditional grant, The conditions might be: 1) 4 Ante-natal Care Visits, 2) Develivery at Health Center, 2 Post-natal Care Visits., Direct cash, Aid agency directly, Save the Children staff and Health Center midwives.

We are the process of doing research on Financial Barrier accessing to Maternal and Newborn Health Service. The result of research will be used to develop implementation guide and the delivery mechanism will be specified., Save the Children staff and Health Center midwives.

We are the process of doing research on Financial Barrier accessing to Maternal and Newborn Health Service. The result of research will be used to develop implementation guide and the delivery mechanism will be specified., 2000, 10, 1#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
"868";"Save the Children";"Save the Children Canada";"";"Lebanon";"North Lebanon - 3341";"";"Project name: Immediate Livelihood Assistance for Families Affected by the Syrian Crisis in Lebanon

Objective:
- Provide 5 unconditional cash grants of $300 to unregistered refugees to cover winterization needs
- Carry out Community Improvement projects before the toughest months of winter (in 10 communities)
- Establish home – based CFW activities from January to March";"Food security and livelihood";"3341";"Canadian Government (CIDA) - 2573119";"2573119";"1627500";"Rural - Sedentary, Rural - Pastoralist";"11/2013";"4/2014";"1/";"Other - Stove market assessment by DRC / Skills Gap Assessment, EMMA";"Other - Livelihoods Working Group and NFI Working Group";"Unconditional grant, Smart card, 701, 300, 5#Cash for work, Smart card, 2240, 150, 1#Cash for work, Smart card, 400, 200, 3#";"Cash transfer + in-kind (or other) - Cash and materials for CfW";"Thomas White";"";"thomas.white@savethechildren.org";"";"English";"";"no";"";""
"869";"Save the Children";"";"";"Lebanon";"North Lebanon - 4902, Beqaa - 10749";"";"Project name: Providing immediate relief and protection to children and their families affected by the conflict, both within Syria and border countries

Objective: Winterisation / Newcomers assistance ? Food support";"Food security and livelihood, Nutrition, Shelter, settlement, NFI, Water supply, sanitation and hygiene promotion, Education, Public health, Protection";"15651";"European Commission Humanitarian Office (ECHO)";"";"12034750";"Rural - Sedentary";"12/2013";"5/2014";"1/";"Other - Stove market assessment by DRC";"Technical Working Group - NFI and Cash workinggroups";"Unconditional grant, Smart card, Bank, 10941, 200, 5#Unconditional grant, Smart card, Bank, 3161, 150, 1#Unconditional grant, Smart card, Bank, 1549, 200, 2#";"Cash transfer + in-kind (or other) - NFI";"Jason Andrews / Thomas White";"";"Jason.andrews@savethechildren.org / thomas.white@savethechildren.org";"";"English";"";"no";"";""
"880";"Save the Children";"";"";"Lebanon";"Beqaa - 3400";"";"cash for NFIs (winterization)";"Food security and livelihood";"3400";"European Commission";"";"510000";"";"12/2013";"4/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, 3400, 150, 1#";"";"Jason Andrews";"";"Jason.andrews@savethechildren.org";"";"English";"";"no";"";""
"881";"Save the Children";"";"";"Lebanon";"Beqaa - 878";"";"cash for NFIs and MEB (winterization)";"Other, Multisectoral";"878";"European Commission Humanitarian Office (ECHO)";"";"263700";"";"12/2013";"4/2014";"1/";"";"";"Unconditional grant, Prepaid card, Bank, 879, 300, 1#";"";"";"";"";"";"English";"";"no";"";""
"882";"Save the Children";"";"";"Lebanon";"North Lebanon - 240";"";"N/A";"Food security and livelihood";"240";"BPRM";"";"192000";"";"5/2014";"4/2015";"1/";"Other - skills gap assessment & other";"";"Cash for training, Prepaid card, Bank, 240, 200, 4#";"";"Soulayma Mahini";"";"Soulayma.Mahini@savethechildren.org";"";"English";"";"no";"";""
"883";"Save the Children";"";"";"Lebanon";"North Lebanon - 4021";"";"infrastructure & environment";"Food security and livelihood";"4021";"UN High Commissioner for Refugees (UNHCR)";"";"3015750";"";"4/2014";"7/2014";"1/";"Other - Social Cohesion Study and Communtiy Needs Assessment";"";"Cash for work, Prepaid card, Bank, 4021, 750, 1#";"";"Soulayma Mahini";"";"Soulayma.Mahini@savethechildren.org";"";"English";"";"no";"";""
"884";"Save the Children";"";"";"Lebanon";"North Lebanon - 4021";"";"infrastructure & environment";"Food security and livelihood";"4021";"UN High Commissioner for Refugees (UNHCR)";"";"3015750";"";"4/2014";"7/2014";"1/";"Other - Social Cohesion Study and Communtiy Needs Assessment";"";"Cash for work, Prepaid card, Bank, 4021, 750, 1#";"";"Thomas White";"";"Thomas.White@savethechildren.org";"";"English";"";"no";"";""
"891";"Save the Children";"";"Seed Funds";"Philippines";"Leyte - 2501";"";"Project name: PHL Immediate basic need coverage and livelihood support to Typhoon Yolanda affected population Leyte

Objective: Nutritional support to HH with 6-23 months old";"Food security and livelihood";"2501";"internal funds - 6678586";"6678586";"210084";"";"12/2013";"12/2016";"1/";"";"";"Vouchers, Paper- Cash voucher, Post Office, 2501, 84, 1#";"";"";"";"";"";"English";"";"no";"";""
"892";"Save the Children";"Save the Children US";"";"Sri Lanka";"Jaffna - 320, Kilinochchi - 320, Mannar - 320, Mullaitivu - 320, Vavuniya - 320";"";"Project name: LKA Humanitarian Emergency Response in Sri Lanka";"Food security and livelihood";"1600";"Others - 129000";"129000";"40000";"";"9/2014";"12/2014";"1/";"Other - WFP";"Other";"Unconditional grant, Partially: General Relief/CfW, Bank transfer, Bank, 1600, 25, 1#";"Cash transfer only (cash or voucher)";"William Lynch";"Country Director";"william.lynch@savethechildren.org";"";"English";"1600 beneficiaries in the Northern region. Data per district not available.";"no";"";""
"893";"Save the Children";"";"";"Sri Lanka";"Jaffna - 66, Kilinochchi - 66, Mannar - 67, Mullaitivu - 67, Kandy - 67, Vavuniya - 67";"";"Project name: LKA Humanitarian Emergency Response in Sri Lanka";"Food security and livelihood";"400";"internal funds - 30000";"30000";"10000";"";"4/2014";"5/2014";"1/";"";"Other";"Vouchers, No, Paper- Cash voucher, Bank, 400, 25, 1#";"Cash transfer only (cash or voucher)";"William Lynch";"Country Director";"william.lynch@savethechildren.org";"";"English";"400 beneficiaries in the Northern region. Data per district not available.";"no";"";""
"894";"Save the Children";"";"";"Iraq";"As-Sulaymaniyah - 333, Arbil - 333, Dihok - 334";"";"Project name: NFI/Winterisation for displaced";"NFI";"1000";"FFO - 399335";"399335";"400000";"Urban";"5/2014";"12/2014";"1/";"Other - Vendor assessments";"Other - Misc (cluster and government)";"Vouchers, Paper- Cash voucher, 1000, 400, 1#";"Cash transfer + in-kind (or other)";"Aram Shakaram";"PDQ Director";"aram.shakaram@savethechildren.org";"";"English";"1000 beneficiaries in the Iraqi Kurdistan. Data per governorate not available.";"no";"";""
"895";"Save the Children";"";"";"Iraq";"Dihok - 116, As-Sulaymaniyah - 117, Arbil - 117";"";"Project name: NFI/Winteriastion for displaced";"NFI";"350";"Department for International Development (DFID) - 104191";"104191";"105350";"Urban";"9/2014";"3/2015";"1/";"Other - Vendor assessments";"Other - Misc (cluster and government)";"Vouchers, Paper- Cash voucher, 350, 301, 1#";"Cash transfer + in-kind (or other)";"Aram Shakaram";"PDQ Director";"aram.shakaram@savethechildren.org";"";"English";"350 beneficiaries in the Iraqi Kurdistan. Data per governorate not available.";"no";"";""
"896";"Save the Children";"";"";"Iraq";"Dihok - 13013";"";"Project name: WFP Food Vouchers";"Food security and livelihood";"39040";"Others - 3002960";"3002960";"3162240";"";"11/2014";"2/2015";"1/";"Other - Vendor assessments";"Other - Misc (cluster and government)";"Vouchers, Paper- Cash voucher, 39040, 27, 3#";"Cash transfer only (cash or voucher)";"Aram Shakaram";"PDQ Director";"aram.shakaram@savethechildren.org";"";"English";"";"no";"";""
"897";"Save the Children";"Save the Children UK";"";"Bangladesh";"Rangpur - 800";"";"Project name: BGD CEF14 Emergency Response to Flood Affected Families of North-West part of Bangladesh";"Food security and livelihood";"800";"internal funds - 37797";"37797";"31200";"Rural - Sedentary, Rural - Pastoralist";"9/2014";"12/2014";"1/";"Agency-specific tools";"";"Unconditional grant, Direct cash, 800, 39, 1#";"Cash transfer only (cash or voucher)";"Mohammad Shamsuzzaman";"Senior Officer - Humanitarian";"mohammad.shamsuzzaman@savethechildren.org";"";"English";"";"no";"";""
"898";"Save the Children";"SC Pooled Emergency";"";"Bangladesh";"Rangpur - 800";"";"BGD CSF North West floods 2014";"Food security and livelihood";"800";"internal funds - 40000";"40000";"31200";"Rural - Sedentary, Rural - Pastoralist";"9/2014";"12/2014";"1/";"Agency-specific tools";"";"Unconditional grant, Direct cash, 800, 39, 1#";"Cash transfer only (cash or voucher)";"Mohammad Shamsuzzaman";"Senior Officer - Humanitarian";"mohammad.shamsuzzaman@savethechildren.org";"";"English";"";"no";"";""
"899";"Save the Children";"Save the Children Sweden";"";"Bangladesh";"Rangpur - 1100";"";"BGD Seed contribution to Flood Response 2014";"Food security and livelihood";"1100";"IKEA Foundation - 121754";"121754";"42900";"Rural - Sedentary, Rural - Pastoralist";"11/2014";"13/2014";"1/";"Agency-specific tools";"";"Unconditional grant, Direct cash, 1100, 39, 1#";"Cash transfer only (cash or voucher)";"Mohammad Shamsuzzaman";"Senior Officer - Humanitarian";"mohammad.shamsuzzaman@savethechildren.org";"";"English";"";"no";"";""
"900";"Save the Children";"Save the Children Sweden";"";"Bangladesh";"Rangpur - 20";"";"BDG H&M Seed Flood Response 2014";"Food security and livelihood";"20";"H&M Conscious Foundation - 31000";"31000";"660";"Rural - Sedentary, Rural - Pastoralist";"11/2014";"13/2014";"1/";"Agency-specific tools";"";"Cash for work, Direct cash, 20, 33, 1#";"Cash transfer + in-kind (or other)";"Mohammad Shamsuzzaman";"Senior Officer - Humanitarian";"mohammad.shamsuzzaman@savethechildren.org";"";"English";"";"no";"";""
"901";"Save the Children";"Save the Children UK";"";"Bangladesh";"Rangpur - 3011";"";"BGD 2014 Flood Response - ECHO Consortium";"Food security and livelihood";"3011";"European Commission Humanitarian Office (ECHO) - 234238";"234238";"234858";"Rural - Sedentary, Rural - Pastoralist";"11/2014";"2/2015";"1/";"Agency-specific tools";"";"Unconditional grant, Direct cash, 3011, 39, 2#";"";"Mohammad Shamsuzzaman";"Senior Officer - Humanitarian";"mohammad.shamsuzzaman@savethechildren.org";"";"English";"";"no";"";""
"902";"Save the Children";"";"";"Lebanon";"North Lebanon - 18000";"";"E-vouchers to meet their basic needs";"Food security and livelihood";"18000";"Others";"";"5940000";"";"13/2013";"13/2014";"1/";"";"";"Vouchers, Food vouchers, Digital- Commodity voucher, Bank BLF, 18000, 30, 11#";"";"Thomas White";"";"Thomas.White@savethechildren.org";"";"English";"";"no";"";""
"903";"Save the Children";"";"";"Lebanon";"Beqaa - 288";"";"To contribute to meeting the MEB (through cash for training)";"Food security and livelihood";"288";"European Commission";"";"115200";"";"4/2014";"3/2015";"1/";"";"";"Unconditional grant, Prepaid card, Bank, 288, 100, 4#";"";"Jason Andrews";"";"Jason.andrews@savethechildren.org";"";"English";"";"no";"";""
"904";"Save the Children";"";"";"Lebanon";"Beirut - 300";"";"To contribute to meeting the MEB (through cash for training)";"Food security and livelihood";"300";"Japan platform";"";"120000";"";"2/2014";"2/2015";"1/";"Agency-specific tools";"";"Cash for training, Prepaid card, Bank, 300, 100, 4#";"";"Maya El Hage";"";"Maya.Elhage@savethechildren.org";"";"English";"";"no";"";""
"907";"Save the Children";"Save the Children NE";"";"Philippines";"Iloilo - 174, Cebu - 174, Bohol - 174, Laguna - 174, Capiz - 174";"";"PHL Typhoon Haiyan Food Security and Livelihoods";"Food security and livelihood";"870";"Samenwerkende Hulporganisaties SHO - 899646";"899646";"584640";"";"12/2013";"3/2014";"1/";"";"";"Conditional grant, Business Plan - boat repair, Direct cash, Post Office, 870, 336, 2#";"";"";"";"";"";"English";"Number of beneficiaries by region not available. The data indicated is the total number of beneficiaries equally split between regions";"no";"";""
"909";"Save the Children";"Save the Children Sweden";"";"Philippines";"Iloilo - 2578";"";"PHL Typhoon Haiyan Food Security and Livelihoods";"Food security and livelihood";"2578";"Swedish International Development Cooperation Agency (SIDA) - 629374";"629374";"12230412";"";"13/2013";"12/2014";"1/";"";"";"Conditional grant, Business Plan - restoration of community assets, boat repair, Direct cash, Post Office, 1000, 336, 2#Conditional grant, Business Plan - restoration of community assets, boat repair, Direct cash, Post Office, 978, 5827, 2#Conditional grant, Business Plan - restoration of community assets, boat repair, Direct cash, Post Office, 600, 134, 2#";"";"";"";"";"";"English";"";"no";"";""
"910";"Save the Children";"Save the Children UK";"";"Philippines";"Nueva Ecija - 734, Leyte - 2652";"";"PHL Typhoon Haiyan Food Security and Livelihoods";"Food security and livelihood";"3386";"Department for International Development (DFID) - 1531215";"1531215";"603174";"Urban, Rural - Sedentary";"3/2014";"2/2015";"1/";"";"";"Unconditional grant, Direct cash, Post Office, 1743, 90, 1#Conditional grant, Business Plan, Direct cash, Post Office, 1513, 134, 2#Conditional grant, Business Plan, Direct cash, Post Office, 130, 157, 2#";"Cash transfer only (cash or voucher)";"";"";"";"";"English";"";"no";"";""
